SK_CustomerID,CustomerID,TaxID,Status,LastName,FirstName,MiddleInitial,Gender,Tier,DOB,AddressLine1,AddressLine2,PostalCode,City,StateProv,Country,Phone1,Phone2,Phone3,Email1,Email2,NationalTaxRateDesc,NationalTaxRate,LocalTaxRateDesc,LocalTaxRate,AgencyID,CreditRating,NetWorth,MarketingNameplate,IsCurrent,BatchID,EffectiveDate,EndDate
1502,3725,"154-69-6281         ","ACTIVE    ","Rekowski                      ","Isabelle                      ",NULL,U,3,2001-03-09,3549 Ansley West,Apt. 347,"R3A 1N6     ","Amarillo                 ","MT                  ",United States of America,NULL,NULL,NULL,"Isabelle.Rekowski@operamail.com                   ","Isabelle.Rekowski@shtrudel.com                    ","Manitoba Income Tax for inherited wealth          ",0.46400,"North Dakota Income Tax for the unemployed        ",0.06670,"rek983                        ",568,2867347,"HighValue+Expenses+Boomer+MoneyAlert+Inherited                                                      ",1,1,2015-05-20,9999-12-31
1503,3254,"794-03-8237         ","ACTIVE    ","Dantzler                      ","Janis                         ",R,U,2,2006-05-11,3234 Pasadena Boulevard,Apt. 13,"85267       ","Vancouver                ","CO                  ",United States of America,NULL,NULL,NULL,"Janis.R.Dantzler@peacemail.com                    ","Janis.R.Dantzler@mail.be                          ","Yukon Income Tax for school teachers              ",0.17470,"Montana Income Tax for doctors and lawyers        ",0.04000,"Dan2246                       ",557,2992277,"HighValue+Expenses+Boomer+MoneyAlert+Inherited                                                      ",1,1,2014-05-23,9999-12-31
1504,2392,"030-40-6166         ","ACTIVE    ","Feeley                        ","Joke                          ",NULL,F,3,2010-11-10,14362 Reilly Boulevard,Apt. 612,"85753       ","Omaha                    ","IL                  ",United States of America,NULL,NULL,NULL,"Joke.Feeley@safe-mail.net                         ","Joke.Feeley@deacons.com                           ","Idaho Income Tax for inherited wealth             ",0.08200,"Utah Income Tax for doctors and lawyers           ",0.06060,"fee492                        ",347,2467938,"HighValue+Expenses+Boomer+MoneyAlert+Spender+Inherited                                              ",1,1,2012-07-22,9999-12-31
1505,574,"523-47-6450         ","ACTIVE    ","Jenkins                       ","Jozef                         ",A,U,3,1929-09-12,18182 Woolridge Lower,NULL,"70115       ","Gary                     ","Alberta             ","Canada                  ",NULL,NULL,NULL,"Jozef.A.Jenkins@ip6.li                            ","Jozef.A.Jenkins@gmx.com                           ","U.S. Income Tax Bracket for the masses            ",0.30500,"Northwest Territories Income Tax for children     ",0.00000,NULL,NULL,NULL,NULL,0,1,2015-09-30,2016-01-02
1506,574,"523-47-6450         ","ACTIVE    ","Jenkins                       ","Jozef                         ",A,U,3,1929-09-12,18182 Woolridge Lower,NULL,"70115       ","Orange                   ","CO                  ",United States of America,NULL,NULL,NULL,"Jozef.A.Jenkins@wraped.net                        ","Jozef.A.Jenkins@gmx.com                           ","U.S. Income Tax Bracket for the masses            ",0.30500,"Northwest Territories Income Tax for children     ",0.00000,NULL,NULL,NULL,NULL,1,1,2016-01-02,9999-12-31
1507,1526,"911-54-3706         ","ACTIVE    ","Abbatantuono                  ","Kassey                        ",Z,U,2,1920-04-08,13640 Ethridge Lower,NULL,"37245       ","Oxnard                   ","AL                  ",United States of America,"572-018223867                 ",NULL,NULL,"Kassey.Z.Abbatantuono@mailmetrash.com             ",NULL,"Iowa Income Tax for the elderly                   ",0.00360,"Prince Edward Island Income Tax for the wealthy   ",0.47370,NULL,NULL,NULL,NULL,1,1,2010-09-19,9999-12-31
1508,3308,"707-94-9323         ","ACTIVE    ","Demps                         ","Katusha                       ",NULL,U,3,2004-01-05,16897 Tanbark Lower,NULL,"06113       ","Grand Prairie            ","ID                  ",United States of America,NULL,NULL,NULL,"Katusha.Demps@gmx.it                              ",NULL,"Ontario Income Tax for those driving SUVs         ",0.39390,"Utah Income Tax for blue collar workers           ",0.05120,NULL,NULL,NULL,NULL,1,1,2014-06-30,9999-12-31
1509,1288,"926-66-5620         ","ACTIVE    ","Nunold                        ","Kiah                          ",I,M,3,1966-01-03,12214 Burgoyne Avenue,NULL,"H5J 1Q1     ","Escondido                ","New Brunswick       ",United States of America,NULL,"826-034831689                 ",NULL,"Kiah.I.Nunold@wildmail.com                        ",NULL,"North Dakota Income Tax for the unemployed        ",0.06670,"Wisconsin Income Tax for inherited wealth         ",0.06750,NULL,NULL,NULL,NULL,0,1,2010-03-22,2012-12-15
1510,1288,"926-66-5620         ","INACTIVE  ","Nunold                        ","Kiah                          ",I,M,3,1966-01-03,12214 Burgoyne Avenue,NULL,"H5J 1Q1     ","Escondido                ","New Brunswick       ",United States of America,NULL,"826-034831689                 ",NULL,"Kiah.I.Nunold@wildmail.com                        ",NULL,"North Dakota Income Tax for the unemployed        ",0.06670,"Wisconsin Income Tax for inherited wealth         ",0.06750,NULL,NULL,NULL,NULL,1,1,2012-12-15,9999-12-31
1511,593,"469-09-4758         ","ACTIVE    ","DeRaaf                        ","Lark                          ",NULL,U,3,2016-01-04,18951 Camden Court,NULL,"M3X 1K2     ","Eugene                   ","CT                  ","Canada                  ",NULL,NULL,NULL,"Lark.DeRaaf@shtrudel.net                          ","Lark.DeRaaf@consultant.com                        ","Hawaii Income Tax for doctors and lawyers         ",0.06070,"New Brunswick Income Tax for inherited wealth     ",0.46840,NULL,NULL,NULL,NULL,1,1,2014-02-21,9999-12-31
1512,2626,"575-11-7441         ","ACTIVE    ","Rios                          ","Leanne                        ",L,F,1,1997-11-17,11436 Crestline East,NULL,"72223       ","Paterson                 ","FL                  ",United States of America,"744-199003401                 ",NULL,NULL,"Leanne.L.Rios@teancum.net                         ","Leanne.L.Rios@post.com                            ","Idaho Income Tax for the masses                   ",0.02890,"New York Income Tax for doctors and lawyers       ",0.05430,NULL,NULL,NULL,NULL,0,1,2013-01-17,2015-07-31
1513,2626,"575-11-7441         ","INACTIVE  ","Rios                          ","Leanne                        ",L,F,1,1997-11-17,11436 Crestline East,NULL,"72223       ","Paterson                 ","FL                  ",United States of America,"744-199003401                 ",NULL,NULL,"Leanne.L.Rios@teancum.net                         ","Leanne.L.Rios@post.com                            ","Idaho Income Tax for the masses                   ",0.02890,"New York Income Tax for doctors and lawyers       ",0.05430,NULL,NULL,NULL,NULL,1,1,2015-07-31,9999-12-31
1514,382,"061-19-8122         ","ACTIVE    ","Vreugdenhil                   ","Lotti                         ",B,U,2,1989-12-25,6590 Yohan Upper,NULL,"35279       ","Eugene                   ",Prince Edward Island,United States of America,"398-622113470                 ",NULL,NULL,"Lotti.B.Vreugdenhil@mail.com                      ",NULL,"Nunavut Income Tax for the unemployed             ",0.37700,"Massachussets Income Tax for school teachers      ",0.05850,NULL,NULL,NULL,NULL,0,1,2008-04-17,2012-02-13
1515,382,"061-19-8122         ","INACTIVE  ","Vreugdenhil                   ","Lotti                         ",B,U,2,1989-12-25,6590 Yohan Upper,NULL,"35279       ","Eugene                   ",Prince Edward Island,United States of America,"398-622113470                 ",NULL,NULL,"Lotti.B.Vreugdenhil@mail.com                      ",NULL,"Nunavut Income Tax for the unemployed             ",0.37700,"Massachussets Income Tax for school teachers      ",0.05850,NULL,NULL,NULL,NULL,1,1,2012-02-13,9999-12-31
1516,2364,"300-64-7631         ","ACTIVE    ","Fontana                       ","Meta                          ",I,F,2,1936-01-17,14422 Morning Rue,NULL,"93869       ","Raleigh                  ","RI                  ","Canada                  ",NULL,NULL,NULL,"Meta.I.Fontana@shtrudel.biz                       ","Meta.I.Fontana@gmx.com.my                         ","U.S. Income Tax Bracket for the poor              ",0.15000,"Ontario Income Tax for inherited wealth           ",0.43410,NULL,NULL,NULL,NULL,1,1,2012-07-04,9999-12-31
1517,1316,"337-79-0344         ","ACTIVE    ","Kong                          ","Mkt                           ",NULL,U,3,1992-06-07,7226 Vickery Lane,NULL,"97314       ","Chattanooga              ","RI                  ",United States of America,"818-211342006                 ",NULL,NULL,"Mkt.Kong@lpemail.com                              ","Mkt.Kong@myfastmail.com                           ","New Mexico Income Tax for the masses              ",0.06030,"New Hampshire Income Tax for children             ",0.00000,NULL,NULL,NULL,NULL,0,1,2010-10-05,2016-06-09
1518,493,"331-24-8676         ","ACTIVE    ","Bunner                        ","Mohammed                      ",NULL,U,NULL,1943-05-24,11941 Maywind Crescent,NULL,"78724       ","Grand Rapids             ","NV                  ",United States of America,"354-484681582                 ",NULL,NULL,"Mohammed.Bunner@SaveWildlife.com                  ",NULL,"Newfoundland Income Tax for the elderly           ",0.39620,"Saskatchewan Income Tax for the masses            ",0.27500,NULL,NULL,NULL,NULL,0,1,2008-07-15,2008-12-20
1519,493,"331-24-8676         ","INACTIVE  ","Bunner                        ","Mohammed                      ",NULL,U,NULL,1943-05-24,11941 Maywind Crescent,NULL,"78724       ","Grand Rapids             ","NV                  ",United States of America,"354-484681582                 ",NULL,NULL,"Mohammed.Bunner@SaveWildlife.com                  ",NULL,"Newfoundland Income Tax for the elderly           ",0.39620,"Saskatchewan Income Tax for the masses            ",0.27500,NULL,NULL,NULL,NULL,1,1,2008-12-20,9999-12-31
1520,2697,"281-65-3706         ","ACTIVE    ","Mcconnell                     ","Nathalie                      ",W,F,2,1861-02-24,3238 Skillman Court,Apt. 486,"M7O 1B1     ","Ontario                  ","New Brunswick       ",United States of America,NULL,NULL,NULL,"Nathalie.W.Mcconnell@mailmaniacs.com              ",NULL,"Yukon Income Tax for the masses                   ",0.00000,"Nebraska Income Tax for school teachers           ",0.03900,"mcc427                        ",595,798572,"HighValue+Expenses+Boomer+MoneyAlert                                                                ",1,1,2013-03-16,9999-12-31
1521,1409,"225-64-4354         ","ACTIVE    ","Baggerman-Webster             ","Pauline                       ",NULL,M,3,1935-12-15,4529 Notingham Crescent,Apt. 758,"04116       ","Stamford                 ","UT                  ",United States of America,NULL,NULL,NULL,"Pauline.Baggerman-Webster@buffaloes.com           ",NULL,"New Mexico Income Tax for blue collar workers     ",0.02780,"New Brunswick Income Tax for inherited wealth     ",0.46840,"BAG779                        ",588,315220,"HighValue+Expenses+Boomer+MoneyAlert+Spender                                                        ",1,1,2010-06-24,9999-12-31
1522,792,"778-69-1351         ","ACTIVE    ","Partello                      ","Roda                          ",U,U,2,1964-02-25,18258 Clayton West,NULL,"66109       ","Macon                    ","TX                  ",United States of America,"053-512845472                 ",NULL,NULL,"Roda.U.Partello@gawab.com                         ",NULL,"Yukon Income Tax for those driving SUVs           ",0.37960,"Washington Income Tax for doctors and lawyers     ",0.00000,NULL,NULL,NULL,NULL,1,1,2009-03-04,9999-12-31
1523,516,"427-92-2078         ","ACTIVE    ","Coleman                       ","Sherman                       ",NULL,F,3,1972-05-02,4871 Havenridge Court,NULL,"V6T 1U8     ","Minneapolis              ","DE                  ","Canada                  ","675-572529321                 ",NULL,NULL,"Sherman.Coleman@ip6.li                            ","Sherman.Coleman@soodonims.com                     ","Canadian Income Tax for the filthy rich           ",0.29000,"Kansas Income Tax for doctors and lawyers         ",0.03500,NULL,NULL,NULL,NULL,0,1,2008-08-02,2011-04-20
1524,516,"427-92-2078         ","ACTIVE    ","Coleman                       ","Sherman                       ",NULL,F,2,1972-05-02,4871 Havenridge Court,NULL,"V6T 1U8     ","Pittsburgh               ","AR                  ",United States of America,"675-572529321                 ",NULL,NULL,"Sherman.Coleman@deacons.com                       ","Sherman.Coleman@soodonims.com                     ","Canadian Income Tax for the filthy rich           ",0.29000,"Kansas Income Tax for doctors and lawyers         ",0.03500,NULL,NULL,NULL,NULL,1,1,2011-04-20,9999-12-31
1525,745,"302-23-6797         ","ACTIVE    ","Logan                         ","Shoeb                         ",NULL,M,3,1964-05-10,2097 Harris West,NULL,"M5G 1U1     ","Salem                    ","ME                  ",United States of America,NULL,NULL,NULL,"Shoeb.Logan@ProtectAnimals.com                    ",NULL,"Ontario Income Tax for those driving SUVs         ",0.39390,"British Columbia Income Tax for the masses        ",0.39700,NULL,NULL,NULL,NULL,1,1,2009-01-22,9999-12-31
1526,1567,"332-15-2891         ","ACTIVE    ","Billingham                    ","Trenna                        ",NULL,F,2,1992-12-14,23923 Potomac Road,NULL,"H2F 1W4     ","Anaheim                  ","ND                  ",United States of America,NULL,NULL,NULL,"Trenna.Billingham@mac.hush.com                    ",NULL,"Oklahoma Income Tax for the elderly               ",0.04960,"West Virginia Income Tax for doctors and lawyers  ",0.04750,NULL,NULL,NULL,NULL,0,1,2010-10-23,2013-07-15
1527,579,"921-93-4813         ","ACTIVE    ","McNamara                      ","Zelda                         ",NULL,M,3,1989-02-08,14037 Jackson Road,NULL,"T5B 1M1     ","Scottsdale               ","TX                  ",United States of America,"142-356707202                 ",NULL,NULL,"Zelda.McNamara@enveloped.org                      ",NULL,"Nova Scotia Income Tax for doctors and lawyers    ",0.25770,"North Dakota Income Tax for everyone else         ",0.09330,NULL,NULL,NULL,NULL,1,1,2011-02-23,9999-12-31
1528,74,"046-78-5502         ","ACTIVE    ","Fairman                       ","Averil                        ",NULL,F,3,1974-07-11,7490 Curtis Crescent,NULL,"73115       ","New Orleans              ","MA                  ","Canada                  ",NULL,NULL,NULL,"Averil.Fairman@mailmetrash.com                    ","Averil.Fairman@shtrudel.tv                        ","Alberta Income Tax for children                   ",0.00000,"Northwest Territories Income Tax for the wealthy  ",0.46400,NULL,NULL,NULL,NULL,0,1,2007-09-18,2008-07-13
1529,653,"335-35-8958         ","ACTIVE    ","Shier                         ","Bess                          ",NULL,F,3,1989-12-19,19435 Montfort Road,NULL,"V6E 1U1     ","Dawson City              ","WY                  ",United States of America,"009-273838743                 ","(439)942-390870146            ",NULL,"Bess.Shier@post.com                               ",NULL,"Maine Income Tax for blue collar workers          ",0.04170,"Minnesota Income Tax for school teachers          ",0.05350,NULL,NULL,NULL,NULL,0,1,2008-11-14,2009-10-30
1530,1250,"659-57-7545         ","ACTIVE    ","Balogh                        ","Bibbye                        ",NULL,U,3,1973-02-14,6359 Sandpoint Street,NULL,"80078       ","Montpelier               ","Saskatchewan        ",United States of America,NULL,NULL,NULL,"Bibbye.Balogh@lavabit.com                         ",NULL,"Manitoba Income Tax for doctors and lawyers       ",0.27900,"Alabama Tax for inherited wealth                  ",0.05000,NULL,NULL,NULL,NULL,1,1,2010-02-19,9999-12-31
1531,4015,"194-25-9482         ","ACTIVE    ","Manwaring                     ","Brit                          ",NULL,F,3,1919-07-25,295 Pelan Way,NULL,"77046       ","Columbia                 ","UT                  ",United States of America,"+1(408)440-952700926          ",NULL,NULL,"Brit.Manwaring@taunusstein.net                    ",NULL,"British Columbia Income Tax for the masses        ",0.39700,"New Mexico Income Tax for blue collar workers     ",0.02780,NULL,NULL,NULL,NULL,1,1,2016-01-02,9999-12-31
1532,2514,"751-94-6469         ","ACTIVE    ","Archibald                     ","Chloe                         ",NULL,U,2,1952-01-21,8935 Young Upper,NULL,"93759       ","Fontana                  ","RI                  ",United States of America,NULL,NULL,NULL,"Chloe.Archibald@hush.ai                           ","Chloe.Archibald@operamail.com                     ","Hawaii Income Tax for blue collar workers         ",0.02490,"Utah Income Tax for the masses                    ",0.02300,NULL,NULL,NULL,NULL,1,1,2014-05-05,9999-12-31
1533,1317,"361-13-6592         ","ACTIVE    ","Hatridge                      ","Coretta                       ",G,F,3,1979-07-23,17111 Sunset Crescent,NULL,"80938       ","Macon                    ","WI                  ",United States of America,NULL,NULL,NULL,"Coretta.G.Hatridge@letterbox.org                  ",NULL,"Tennesse Income Tax for the masses                ",0.00000,"Alabama Tax for blue collar workers               ",0.02000,NULL,NULL,NULL,NULL,1,1,2010-04-11,9999-12-31
1534,284,"799-55-5108         ","ACTIVE    ","Labuhn                        ","Eduardo                       ",NULL,U,3,1959-04-20,11635 Sun Tree West,NULL,"73164       ","Garland                  ","TN                  ",United States of America,"510-904036902                 ",NULL,NULL,"Eduardo.Labuhn@macgui.com                         ","Eduardo.Labuhn@lavabit.com                        ","Prince Edward Island Income Tax for children      ",0.00000,"Oklahoma Income Tax for doctors and lawyers       ",0.04070,NULL,NULL,NULL,NULL,1,1,2013-05-16,9999-12-31
1535,1387,"506-56-4060         ","ACTIVE    ","Holton                        ","Elyn                          ",NULL,U,3,1939-05-04,5668 Watts Crescent,NULL,"80923       ","Toronto                  ","IA                  ",United States of America,NULL,NULL,NULL,"Elyn.Holton@SaveWildlife.com                      ",NULL,"New Mexico Income Tax for inherited wealth        ",0.08200,"Utah Income Tax for the masses                    ",0.02300,NULL,NULL,NULL,NULL,1,1,2010-06-06,9999-12-31
1536,4201,"441-33-7877         ","ACTIVE    ","Telke                         ","Fredi                         ",NULL,U,3,1960-08-06,10570 Weizmann Lower,NULL,"M7M 1B5     ","Kitchener                ","ID                  ",United States of America,NULL,NULL,NULL,"Fredi.Telke@aussiemail.com.au                     ","Fredi.Telke@hush.ai                               ","U.S. Income Tax Bracket for the filthy rich       ",0.39100,"Wyoming Income Tax for blue collar workers        ",0.00000,NULL,NULL,NULL,NULL,1,1,2016-05-26,9999-12-31
1537,1212,"064-74-2022         ","ACTIVE    ","Documentation-Grp             ","Gussy                         ",NULL,U,3,1955-11-28,4298 Great Oaks Road,NULL,"90207       ","Milwaukee                ","TN                  ",United States of America,"970-172784773                 ",NULL,NULL,"Gussy.Documentation-Grp@london.com                ","Gussy.Documentation-Grp@box.az                    ","Alabama Tax for school teachers                   ",0.04000,"Manitoba Income Tax for children                  ",0.00000,NULL,NULL,NULL,NULL,1,1,2011-02-06,9999-12-31
1538,3563,"144-27-5410         ","ACTIVE    ","Hruska                        ","Hestia                        ",M,U,3,1937-09-21,15293 Forest Avenue,NULL,"77071       ","Elizabeth                ","TX                  ",United States of America,NULL,NULL,NULL,"Hestia.M.Hruska@mailmetrash.com                   ",NULL,"Montana Income Tax for doctors and lawyers        ",0.04000,"North Dakota Income Tax for the masses            ",0.08000,NULL,NULL,NULL,NULL,1,1,2015-01-18,9999-12-31
1539,603,"253-92-1588         ","ACTIVE    ","Pols                          ","Jacklin                       ",NULL,F,3,1929-06-08,21893 Vaughan Way,Suite 37,"35213       ","Virginia Beach           ","NE                  ",United States of America,NULL,NULL,NULL,"Jacklin.Pols@animail.net                          ","Jacklin.Pols@webmail.co.za                        ","Maine Income Tax for blue collar workers          ",0.04170,"Nova Scotia Income Tax for inherited wealth       ",0.44340,NULL,NULL,NULL,NULL,0,1,2008-10-09,2011-10-27
1540,3099,"378-96-3534         ","ACTIVE    ","Massumi                       ","Lu                            ",NULL,F,3,1932-02-02,9824 Olympia Street,NULL,"99637       ","Little Rock              ","NE                  ",United States of America,NULL,NULL,NULL,"Lu.Massumi@post.com                               ",NULL,"Ohio Income Tax for school teachers               ",0.01480,"Oregon Income Tax for the masses                  ",0.05000,NULL,NULL,NULL,NULL,1,1,2014-01-19,9999-12-31
1541,805,"877-92-7945         ","ACTIVE    ","Chalifour                     ","Maryann                       ",NULL,U,3,1958-06-08,5397 Gessner Drive,NULL,"M7O 1B6     ","Bakersfield              ","IA                  ",United States of America,NULL,NULL,NULL,"Maryann.Chalifour@12Freeukisp.co.uk               ","Maryann.Chalifour@snail-mail.net                  ","New Brunswick Income Tax for the masses           ",0.42520,"British Columbia Income Tax for the unemployed    ",0.35700,NULL,NULL,NULL,NULL,1,1,2009-03-13,9999-12-31
1542,3357,"431-50-5362         ","ACTIVE    ","Farago                        ","Nalani                        ",NULL,U,3,1962-10-11,13085 Glenchester Crescent,Apt. 125,"V6S 1V7     ","Denver                   ","WV                  ",United States of America,"667-673007975                 ",NULL,NULL,"Nalani.Farago@gmx.us                              ",NULL,"Saskatchewan Income Tax for inherited wealth      ",0.45000,"Alberta Income Tax for white collar workers       ",0.32000,"Far1759                       ",NULL,2028426,"HighValue+Expenses+Boomer+Spender+Inherited                                                         ",1,1,2014-08-09,9999-12-31
1543,1246,"770-15-4973         ","ACTIVE    ","Larson                        ","Parham                        ",NULL,M,2,1990-03-18,22785 Peachtree Boulevard,NULL,"53778       ","Dallas                   ","SC                  ",United States of America,NULL,"(399)416-080233217            ",NULL,"Parham.Larson@4uchat.de                           ",NULL,"Hawaii Income Tax for school teachers             ",0.01600,"Missouri Income Tax for the unemployed            ",0.03500,NULL,NULL,NULL,NULL,1,1,2014-06-25,9999-12-31
1544,1130,"545-30-4062         ","ACTIVE    ","Lue                           ","Saeid                         ",NULL,U,NULL,1952-02-07,3735 Neilson Upper,NULL,"E7O 1L7     ","Tulsa                    ","Nova Scotia         ",United States of America,NULL,NULL,NULL,"Saeid.Lue@hushmail.com                            ","Saeid.Lue@eml.cc                                  ","Saskatchewan Income Tax for the unemployed        ",0.42000,"Hawaii Income Tax for the elderly                 ",0.03390,NULL,NULL,NULL,NULL,1,1,2009-11-17,9999-12-31
1545,2825,"129-84-2553         ","ACTIVE    ","Romanowski                    ","Shaji                         ",NULL,U,3,1963-11-04,20744 Gene Way,Apt. 2,"79958       ","Philadelphia             ","Ontario             ",United States of America,NULL,NULL,NULL,"Shaji.Romanowski@box.az                           ","Shaji.Romanowski@mail.be                          ","Iowa Income Tax for those driving SUVs            ",0.07900,"Prince Edward Island Income Tax for doctors       ",0.35800,NULL,NULL,NULL,NULL,1,1,2013-10-15,9999-12-31
1546,2922,"859-40-8551         ","ACTIVE    ","Stackpole                     ","Stew                          ",W,F,2,1918-02-06,5524 Frostwood Court,NULL,"94161       ","Boston                   ","MA                  ",United States of America,NULL,NULL,NULL,"Stew.W.Stackpole@box.az                           ",NULL,"Vermont Income Tax for school teachers            ",0.00000,"Delaware Income Tax for blue collar workers       ",0.02200,NULL,NULL,NULL,NULL,1,1,2013-09-05,9999-12-31
1547,2485,"510-64-4154         ","ACTIVE    ","Staring                       ","Wendye                        ",NULL,M,3,2013-11-16,24048 Crestmere Lane,NULL,"H2A 1Z8     ","Bakersfield              ","Nova Scotia         ",United States of America,NULL,NULL,NULL,"Wendye.Staring@safe-mail.net                      ",NULL,"Kentucky Income Tax for school teachers           ",0.03000,"Iowa Income Tax for doctors and lawyers           ",0.05750,NULL,NULL,NULL,NULL,1,1,2012-10-04,9999-12-31
1548,2557,"324-15-8505         ","ACTIVE    ","Bucklin                       ","Yueh                          ",C,F,3,1947-08-31,3445 Chamblee Park,NULL,"74126       ","Hialeah                  ",Prince Edward Island,United States of America,NULL,NULL,NULL,"Yueh.C.Bucklin@snail-mail.net                     ","Yueh.C.Bucklin@aol.com                            ","Saskatchewan Income Tax for inherited wealth      ",0.45000,"Missouri Income Tax for those driving SUVs        ",0.05500,NULL,NULL,NULL,NULL,1,1,2012-11-27,9999-12-31
1549,3361,"626-57-5558         ","ACTIVE    ","Ashraf                        ","Anni                          ",K,U,2,1926-03-06,18787 Englewood Park,NULL,"50321       ","Virginia Beach           ","Newfoundland        ","Canada                  ",NULL,NULL,NULL,"Anni.K.Ashraf@4uchat.de                           ",NULL,"British Columbia Income Tax for inherited wealth  ",0.45000,"New York Income Tax for the masses                ",0.04000,NULL,NULL,NULL,NULL,1,1,2014-08-10,9999-12-31
1550,350,"008-19-6340         ","ACTIVE    ","Ozmore                        ","Aristides                     ",NULL,U,3,1967-10-29,22591 Eaton West,Apt. 109,"95227       ","Rapid City               ","ND                  ","Canada                  ",NULL,NULL,NULL,"Aristides.Ozmore@safe-mail.net                    ","Aristides.Ozmore@moose-mail.com                   ","Newfoundland Income Tax for the unemployed        ",0.41640,"Iowa Income Tax for inherited wealth              ",0.08980,NULL,NULL,NULL,NULL,0,1,2008-03-27,2008-07-23
1551,1253,"502-63-6950         ","ACTIVE    ","Ascott                        ","Calypso                       ",N,M,3,2016-01-17,1971 Belknap East,NULL,"85756       ","Warwick                  ","Manitoba            ",United States of America,NULL,NULL,NULL,"Calypso.N.Ascott@webmail.co.za                    ",NULL,"Alberta Income Tax for children                   ",0.00000,"Manitoba Income Tax for blue collar workers       ",0.26900,NULL,NULL,NULL,NULL,0,1,2010-02-24,2010-07-14
1552,1253,"502-63-6950         ","INACTIVE  ","Ascott                        ","Calypso                       ",N,M,3,2016-01-17,1971 Belknap East,NULL,"85756       ","Warwick                  ","Manitoba            ",United States of America,NULL,NULL,NULL,"Calypso.N.Ascott@webmail.co.za                    ",NULL,"Alberta Income Tax for children                   ",0.00000,"Manitoba Income Tax for blue collar workers       ",0.26900,NULL,NULL,NULL,NULL,1,1,2010-07-14,9999-12-31
1553,2019,"858-45-9144         ","ACTIVE    ","O'Donnell                     ","Carina                        ",NULL,M,2,1961-04-22,16557 Howser Rue,NULL,"39533       ","Torrance                 ","NE                  ",United States of America,NULL,NULL,NULL,"Carina.O'Donnell@mail.be                          ",NULL,"Louisana Income Tax for the elderly               ",0.02000,"Delaware Income Tax for everyone else             ",0.04730,NULL,NULL,NULL,NULL,0,1,2011-10-07,2012-04-06
1554,377,"118-40-4467         ","ACTIVE    ","Tanglao                       ","Cary                          ",NULL,U,3,1942-07-25,12635 Olympia East,NULL,"V6V 1R1     ","Philadelphia             ","VT                  ",United States of America,NULL,NULL,NULL,"Cary.Tanglao@mac.hush.com                         ",NULL,"Nunavut Income Tax for children                   ",0.00000,"Saskatchewan Income Tax for school teachers       ",0.29500,NULL,NULL,NULL,NULL,1,1,2008-04-15,9999-12-31
1555,2027,"174-66-3792         ","ACTIVE    ","Brodfuehrer                   ","Cassey                        ",NULL,U,3,1939-04-10,6456 Ashford Hollow South,NULL,"60795       ","San Francisco            ","NM                  ",United States of America,NULL,NULL,NULL,"Cassey.Brodfuehrer@consultant.com                 ",NULL,"Delaware Income Tax for everyone else             ",0.04730,"Missouri Income Tax for doctors and lawyers       ",0.05000,NULL,NULL,NULL,NULL,1,1,2011-10-14,9999-12-31
1556,2772,"466-20-7236         ","ACTIVE    ","Honda                         ","Dickens                       ",NULL,F,2,1989-08-24,19494 Red Willow Crescent,NULL,"92816       ","Spokane                  ","TN                  ",United States of America,NULL,NULL,NULL,"Dickens.Honda@farce.de                            ",NULL,"Georgia Income Tax for the elderly                ",0.05000,"Saskatchewan Income Tax for doctors and lawyers   ",0.38000,NULL,NULL,NULL,NULL,1,1,2014-08-24,9999-12-31
1557,2583,"966-76-1155         ","ACTIVE    ","Runciman                      ","Eliezer                       ",NULL,F,2,1957-01-05,20143 8th Crescent,Apt. 690,"76155       ","Charleston               ","DC                  ",United States of America,NULL,"(777)543-307660480            ",NULL,"Eliezer.Runciman@hush.ai                          ","Eliezer.Runciman@gmx.com.my                       ","Delaware Income Tax for doctors and lawyers       ",0.04100,"Oregon Income Tax for the masses                  ",0.05000,"Run2389                       ",NULL,1654065,"HighValue+Expenses+Boomer+Inherited                                                                 ",1,1,2012-12-20,9999-12-31
1558,55,"064-12-5421         ","ACTIVE    ","Sathe                         ","Glennis                       ",K,U,3,1959-11-06,5291 Market Avenue,NULL,"74112       ","Saint John               ","SD                  ","Canada                  ",NULL,NULL,NULL,"Glennis.K.Sathe@shtrudel.biz                      ","Glennis.K.Sathe@mac.hush.com                      ","New York Income Tax for children                  ",0.00000,"Hawaii Income Tax for everyone else               ",0.06960,NULL,NULL,NULL,NULL,0,1,2009-03-31,2010-03-02
1559,55,"064-12-5421         ","ACTIVE    ","Sathe                         ","Glennis                       ",K,U,2,1959-11-06,5291 Market Avenue,NULL,"74112       ","Peoria                   ","Saskatchewan        ",United States of America,NULL,NULL,NULL,"Glennis.K.Sathe@box.az                            ","Glennis.K.Sathe@mac.hush.com                      ","New York Income Tax for children                  ",0.00000,"Hawaii Income Tax for everyone else               ",0.06960,NULL,NULL,NULL,NULL,1,1,2010-03-02,9999-12-31
