ActionType,AddressLine1,AddressLine2,City,Country,CustomerID,DOB,EffectiveDate,Email1,Email2,EndDate,FirstName,Gender,LastName,LocalTaxID,MiddleInitial,NationalTaxID,Phone1,Phone2,Phone3,PostalCode,StateProv,Status,TaxId,Tier,isCurrent
NEW,23007 Wakeforest Way,,Chattanooga,Canada,869,1964-09-04,2009-05-02,Josefa.Labfive@gmx.ph,,2010-10-30,Josefa,F,Labfive,ON10,,HI1,,,,V6S 1R3,VT,ACTIVE,116-99-3157,1,false
UPDCUST,13204 Beauregard Crescent,,Brownsville,United States of America,869,1964-09-04,2010-10-30,Josefa.Labfive@shtrudel.net,,9999-12-31,Josefa,F,Labfive,ON10,,HI1,,,,36695,RI,ACTIVE,116-99-3157,2,true
NEW,12854 La Cienega Street,,Windsor,Canada,870,2010-04-03,2009-05-02,Angele.Gaebel@mail2world.com,,9999-12-31,Angele,U,Gaebel,NE1,,NF7,+1(856)148-788414575,,,37209,MT,ACTIVE,404-09-1538,3,true
NEW,17286 Harvard Park,,Corona,Canada,871,1984-12-03,2009-05-03,Kellina.D.Gerald@stoned.com,Kellina.D.Gerald@gmx.sg,2010-02-01,Kellina,M,Gerald,NU1,D,NE2,,+1(256)107-843296960,239-939347640,13209,WY,ACTIVE,364-80-6714,2,false
INACT,17286 Harvard Park,,Corona,Canada,871,1984-12-03,2010-02-01,Kellina.D.Gerald@stoned.com,Kellina.D.Gerald@gmx.sg,9999-12-31,Kellina,M,Gerald,NU1,D,NE2,,+1(256)107-843296960,239-939347640,13209,WY,INACTIVE,364-80-6714,2,true
NEW,23822 Marvin Crescent,,Dayton,United States of America,872,1979-01-12,2009-05-03,Danika.Jedrysiak@shtrudel.biz,Danika.Jedrysiak@ip6.li,9999-12-31,Danika,U,Jedrysiak,NC3,,NB2,,,,95192,DC,ACTIVE,786-92-4306,2,true
NEW,11309 Amsterdam South,,Garden Grove,United States of America,873,1991-05-11,2009-05-04,Youji.Aghi@teancum.net,Youji.Aghi@gmx.us,9999-12-31,Youji,U,Aghi,MT1,,AB4,,,,60813,MO,ACTIVE,346-52-0839,,true
NEW,12638 Homer Crescent,,Abilene,United States of America,874,2008-03-29,2009-05-04,Yan-Zhen.A.Cech@hushmail.com,,2013-09-16,Yan-Zhen,F,Cech,IA3,A,AL2,,,,V6G 1R1,DE,ACTIVE,164-63-6778,2,false
UPDCUST,13762 Silver Sage Way,,Stockton,United States of America,874,2008-03-29,2013-09-16,Yan-Zhen.A.Cech@lavabit.com,Yan-Zhen.A.Cech@gmx.es,9999-12-31,Yan-Zhen,F,Cech,IA3,A,AL2,,,,87506,UT,ACTIVE,164-63-6778,1,true
NEW,8092 Gibbes Court,,Las Cruces,Canada,875,2009-05-17,2009-05-05,Rozelle.Esposito@gmx.pt,,2010-11-30,Rozelle,F,Esposito,HI7,,US1,,,,63146,Ontario,ACTIVE,562-89-5061,3,false
INACT,8092 Gibbes Court,,Las Cruces,Canada,875,2009-05-17,2010-11-30,Rozelle.Esposito@gmx.pt,,9999-12-31,Rozelle,F,Esposito,HI7,,US1,,,,63146,Ontario,INACTIVE,562-89-5061,3,true
NEW,11237 Balmoral Way,Apt. 382,Mesa,United States of America,876,1945-10-26,2009-05-05,Claude.I.Dilkie@ProtectAnimals.com,Claude.I.Dilkie@care2.com,9999-12-31,Claude,U,Dilkie,ME3,I,AK1,,,,22335,RI,ACTIVE,457-34-0402,2,true
NEW,16381 Ledgestone Boulevard,,Naperville,United States of America,877,1950-12-04,2009-05-05,Ysabel.Ferraro@SaveWildlife.com,Ysabel.Ferraro@animail.net,9999-12-31,Ysabel,M,Ferraro,DC2,,WV2,757-238932897,,,59406,MS,ACTIVE,495-81-6258,3,true
NEW,24282 La Peer Rue,,Hampton,Canada,878,2011-08-05,2009-05-10,Nanete.Broten@hotmail.com,Nanete.Broten@macgui.com,2014-06-13,Nanete,F,Broten,NF6,,AZ1,213-249820784,,,15224,AK,ACTIVE,566-63-9990,3,false
INACT,24282 La Peer Rue,,Hampton,Canada,878,2011-08-05,2014-06-13,Nanete.Broten@hotmail.com,Nanete.Broten@macgui.com,9999-12-31,Nanete,F,Broten,NF6,,AZ1,213-249820784,,,15224,AK,INACTIVE,566-63-9990,3,true
NEW,19168 Cleburne Drive,,Charlottetown,United States of America,879,1963-11-07,2009-05-10,Ireland.Colantonio@stoned.com,,2010-08-30,Ireland,F,Colantonio,ME1,,MN3,,,,06524,AR,ACTIVE,991-74-1797,3,false
INACT,19168 Cleburne Drive,,Charlottetown,United States of America,879,1963-11-07,2010-08-30,Ireland.Colantonio@stoned.com,,9999-12-31,Ireland,F,Colantonio,ME1,,MN3,,,,06524,AR,INACTIVE,991-74-1797,3,true
NEW,7819 Green Park,,North Las Vegas,United States of America,880,2016-09-24,2009-05-10,Ulrica.Petrinack@stoned.com,,9999-12-31,Ulrica,U,Petrinack,ID7,,MO4,,,,94497,KS,ACTIVE,757-88-8398,1,true
NEW,7914 Wycliffe Street,,Chicago,United States of America,881,2000-09-25,2009-05-11,Helyn.Derbyshire@gmx.us,Helyn.Derbyshire@moose-mail.com,2015-10-25,Helyn,U,Derbyshire,BC2,,WI3,,,,64101,ME,ACTIVE,074-40-3961,2,false
UPDCUST,23171 Marathon Park,Apt. 615,Chicago,United States of America,881,2000-09-25,2015-10-25,Helyn.Derbyshire@army.com,Helyn.Derbyshire@moose-mail.com,9999-12-31,Helyn,U,Derbyshire,BC2,,WI3,,,,63118,Quebec,ACTIVE,074-40-3961,3,true
NEW,1424 East Road,,Newark,United States of America,882,2014-04-17,2009-05-12,Bogdan.Gidaro@yahoo.com,,9999-12-31,Bogdan,U,Gidaro,NT8,,QC1,(736)686-212840359,,,36132,PA,ACTIVE,973-16-3949,,true
NEW,6488 Avalon North,,St. Catharines,United States of America,883,1969-12-20,2009-05-12,Misha.Burger@mac.hush.com,,2010-02-07,Misha,F,Burger,PE5,,VA2,,,,E4B 1S7,FL,ACTIVE,140-80-9694,2,false
UPDCUST,9499 Rice Avenue,,Oklahoma City,United States of America,883,1969-12-20,2010-02-07,Misha.Burger@ip6.li,,2010-05-30,Misha,F,Burger,PE5,,VA2,,,,40502,GA,ACTIVE,140-80-9694,2,false
UPDCUST,24679 Airport Crescent,Apt. 679,Savannah,United States of America,883,1969-12-20,2010-05-30,Misha.Burger@mailmetrash.com,,9999-12-31,Misha,F,Burger,PE5,,VA2,,,,40502,DE,ACTIVE,140-80-9694,3,true
NEW,1104 University Way,,St. Louis,United States of America,884,1922-09-30,2009-05-12,Alma.Cossota@bulldogs.com,,2015-11-11,Alma,M,Cossota,SC2,,CA1,,,,02113,British Columbia,ACTIVE,002-02-7541,,false
UPDCUST,21452 Voss Boulevard,Apt. 275,St. Louis,Canada,884,1922-09-30,2015-11-11,Alma.Cossota@hotmail.com,,9999-12-31,Alma,M,Cossota,SC2,,CA1,,,,02113,AR,ACTIVE,002-02-7541,2,true
NEW,14422 Morning Rue,,El Monte,United States of America,885,1963-01-14,2009-05-13,Inm.Fitch@hushmail.me,,2014-11-23,Inm,U,Fitch,ND8,,CA3,,,,M4J 1N5,ID,ACTIVE,840-59-5664,2,false
UPDCUST,23563 Stonehill Street,,Jersey City,United States of America,885,1963-01-14,2014-11-23,Inm.Fitch@gmx.pt,,9999-12-31,Inm,U,Fitch,ND8,,CA3,,,,V6S 1Q1,TN,ACTIVE,840-59-5664,2,true
NEW,23434 Ashbrook Boulevard,Apt. 714,Tacoma,United States of America,730,1937-10-10,2009-01-13,Betty-Anne.Deliva@spamavert.com,,2010-08-12,Betty-Anne,U,Deliva,AR5,,BC10,,,,44111,NH,ACTIVE,984-70-4099,3,false
UPDCUST,17298 Conier Avenue,Apt. 714,Minneapolis,United States of America,730,1937-10-10,2010-08-12,Betty-Anne.Deliva@spamavert.com,,9999-12-31,Betty-Anne,U,Deliva,AR5,,BC10,,,,V6O 1S5,UT,ACTIVE,984-70-4099,2,true
NEW,755 Corsicana Park,,Dayton,United States of America,731,1958-10-21,2009-01-13,Guillema.Capps@born2frag.de,Guillema.Capps@gmx.hk,9999-12-31,Guillema,F,Capps,ID7,,GA3,,,,T6B 1F2,OH,ACTIVE,760-23-3095,1,true
NEW,9721 Rexford Crescent,,Honolulu,United States of America,732,1946-07-29,2009-01-14,Alika.A.O'Leary@mac.hush.com,Alika.A.O'Leary@europe.com,9999-12-31,Alika,U,O'Leary,GA2,A,NE3,,,,94157,NV,ACTIVE,237-65-1428,3,true
NEW,9561 Tartan North,,Sioux Falls,United States of America,733,1970-02-04,2009-01-14,Ofelia.M.Marcheck@privacyharbor.com,,9999-12-31,Ofelia,F,Marcheck,ON5,M,NY4,,,,77146,CA,ACTIVE,842-51-4350,2,true
NEW,8400 Polaris West,,Arlington,United States of America,734,1924-10-08,2009-01-14,Dpn.Croom@hush.ai,,9999-12-31,Dpn,F,Croom,NJ5,,IN1,,,,23267,WY,ACTIVE,019-10-4892,3,true
NEW,1771 Myrtle Rue,,Halifax,United States of America,735,1977-03-28,2009-01-19,Melynda.Stewart-Guthrie@yahoo.com,,2016-05-18,Melynda,M,Stewart-Guthrie,NS2,,NB1,,,,74145,WY,ACTIVE,774-39-7421,2,false
INACT,1771 Myrtle Rue,,Halifax,United States of America,735,1977-03-28,2016-05-18,Melynda.Stewart-Guthrie@yahoo.com,,9999-12-31,Melynda,M,Stewart-Guthrie,NS2,,NB1,,,,74145,WY,INACTIVE,774-39-7421,2,true
NEW,1821 9th South,,Sterling Heights,United States of America,736,1930-05-13,2009-01-19,Lilli.Barnhardt@amplimail.com,Lilli.Barnhardt@myfastmail.com,2009-03-14,Lilli,U,Barnhardt,IA1,,NC2,,,,R5H 1L3,CO,ACTIVE,725-84-6013,3,false
UPDCUST,1821 9th South,,Sterling Heights,United States of America,736,1930-05-13,2009-03-14,Lilli.Barnhardt@animail.net,Lilli.Barnhardt@mailvault.com,9999-12-31,Lilli,U,Barnhardt,IA1,,NC2,,,,V6L 1R9,GA,ACTIVE,725-84-6013,2,true
NEW,14050 Burnett Lane,,Brownsville,United States of America,737,1972-10-25,2009-01-19,Maxy.V.Brantley@vegemail.com,Maxy.V.Brantley@deacons.com,9999-12-31,Maxy,F,Brantley,MN2,V,ID7,,,,R5G 1L8,NC,ACTIVE,385-64-5646,,true
NEW,11630 Archer West,,Palmdale,United States of America,738,2016-08-09,2009-01-20,Vito.Maxey@eml.cc,,2012-11-20,Vito,U,Maxey,ND7,,NU8,,(307)924-661389451,,80161,NH,ACTIVE,191-88-5429,3,false
INACT,11630 Archer West,,Palmdale,United States of America,738,2016-08-09,2012-11-20,Vito.Maxey@eml.cc,,9999-12-31,Vito,U,Maxey,ND7,,NU8,,(307)924-661389451,,80161,NH,INACTIVE,191-88-5429,3,true
NEW,22649 Weyland Rue,,Yellow Knife,United States of America,739,1942-12-16,2009-01-21,Azar.Merrithew@london.com,,2011-07-25,Azar,U,Merrithew,CN4,,SK6,525-399563346,,,23509,Quebec,ACTIVE,685-21-5185,3,false
INACT,22649 Weyland Rue,,Yellow Knife,United States of America,739,1942-12-16,2011-07-25,Azar.Merrithew@london.com,,9999-12-31,Azar,U,Merrithew,CN4,,SK6,525-399563346,,,23509,Quebec,INACTIVE,685-21-5185,3,true
NEW,6066 Fillmore Lower,,Lubbock,United States of America,740,1941-12-01,2009-01-21,Florance.L.Materna@hush.ai,,2010-08-14,Florance,U,Materna,MT3,L,MI1,,,,45263,TX,ACTIVE,022-48-4345,3,false
UPDCUST,6066 Fillmore Lower,,Lafayette,United States of America,740,1941-12-01,2010-08-14,Florance.L.Materna@icqmail.com,,2013-05-27,Florance,U,Materna,MT3,L,MI1,,,,45263,MT,ACTIVE,022-48-4345,3,false
UPDCUST,6066 Fillmore Lower,,Rochester,United States of America,740,1941-12-01,2013-05-27,Florance.L.Materna@shtrudel.tv,,9999-12-31,Florance,U,Materna,MT3,L,MI1,,,,45263,Alberta,ACTIVE,022-48-4345,3,true
NEW,16096 Burnham Park,Apt. 690,Montreal,United States of America,741,2006-09-19,2009-01-21,Enrika.Y.Pbx@shtrudel.net,Enrika.Y.Pbx@hush.ai,2009-02-07,Enrika,U,Pbx,AB3,Y,SC4,,,,14603,TX,ACTIVE,934-03-7559,1,false
INACT,16096 Burnham Park,Apt. 690,Montreal,United States of America,741,2006-09-19,2009-02-07,Enrika.Y.Pbx@shtrudel.net,Enrika.Y.Pbx@hush.ai,9999-12-31,Enrika,U,Pbx,AB3,Y,SC4,,,,14603,TX,INACTIVE,934-03-7559,1,true
NEW,2920 Floresta Street,,West Covina,United States of America,742,1968-06-16,2009-01-21,Erick.Mayhugh@mail2world.com,,2009-09-02,Erick,U,Mayhugh,ON6,,VA1,,,,14219,AL,ACTIVE,695-70-3801,3,false
UPDCUST,351 Granada West,,Wilmington,United States of America,742,1968-06-16,2009-09-02,Erick.Mayhugh@buffaloes.com,Erick.Mayhugh@peacemail.com,9999-12-31,Erick,U,Mayhugh,ON6,,VA1,(567)441-346209802,,,14219,WY,ACTIVE,695-70-3801,2,true
NEW,23897 Eagle Rue,,St. Catharines,United States of America,743,1943-02-17,2009-01-21,Carlynne.Nall@SaveWildlife.com,,9999-12-31,Carlynne,F,Nall,YT9,,WV5,,,,99710,TN,ACTIVE,284-67-2442,3,true
NEW,2416 Fleet Court,,San Diego,United States of America,744,1936-03-22,2009-01-22,Mahesh.Colclasure@farce.de,Mahesh.Colclasure@kify.net,9999-12-31,Mahesh,M,Colclasure,KS3,,PE4,,,,70130,PA,ACTIVE,167-90-1608,3,true
NEW,2097 Harris West,,Salem,United States of America,745,1964-05-10,2009-01-22,Shoeb.Logan@ProtectAnimals.com,,9999-12-31,Shoeb,M,Logan,BC7,,ON9,,,,M5G 1U1,ME,ACTIVE,302-23-6797,3,true
NEW,408 Johnson Ferry Avenue,,Lafayette,Canada,746,2006-01-26,2009-01-27,Keelia.Huntley@hushmail.com,Keelia.Huntley@farce.de,9999-12-31,Keelia,M,Huntley,OH9,,GA6,+1(811)097-792230959,,,89508,DE,ACTIVE,503-80-7004,3,true
NEW,3131 Wathan South,,Sandy,United States of America,747,1981-02-06,2009-01-28,Roselin.Q.Meredith@mail.be,,2009-09-10,Roselin,F,Meredith,SD1,Q,AL1,(496)972-022552779,,,80213,Nova Scotia,ACTIVE,272-06-3125,3,false
UPDCUST,24375 Gemini Road,,Sandy,United States of America,747,1981-02-06,2009-09-10,Roselin.Q.Meredith@mail.be,,2012-10-24,Roselin,F,Meredith,SD1,Q,AL1,(496)972-022552779,(483)576-972154558,,80213,AR,ACTIVE,272-06-3125,1,false
UPDCUST,24375 Gemini Road,,Salinas,United States of America,747,1981-02-06,2012-10-24,Roselin.Q.Meredith@gmx.hk,Roselin.Q.Meredith@ProtectAnimals.com,9999-12-31,Roselin,F,Meredith,SD1,Q,AL1,(496)972-022552779,(483)576-972154558,,M3W 1K5,WY,ACTIVE,272-06-3125,1,true
NEW,20334 Anaconda Avenue,,Miami,United States of America,748,1919-08-14,2009-01-28,Nessa.C.Zeidler@born2frag.de,Nessa.C.Zeidler@soodonims.com,9999-12-31,Nessa,U,Zeidler,MN1,C,YT6,,,,95298,AR,ACTIVE,578-43-1149,3,true
NEW,6119 Burgoyne South,,Knoxville,Canada,749,2012-06-03,2009-01-29,Corissa.Gaftea@mail.be,,9999-12-31,Corissa,M,Gaftea,VA1,,VA4,,,,R5G 1M3,WI,ACTIVE,552-29-8101,2,true
NEW,23519 Towerwood Rue,,Lewiston,Canada,636,1925-05-02,2008-11-03,Nurettin.Moncur@hush.com,,2009-05-02,Nurettin,U,Moncur,MT8,,NJ5,,943-791350633,,03106,ME,ACTIVE,726-71-6626,3,false
UPDCUST,22943 Lee Drive,,Lewiston,Canada,636,1925-05-02,2009-05-02,Nurettin.Moncur@SoftHome.net,Nurettin.Moncur@gmx.es,9999-12-31,Nurettin,U,Moncur,MT8,,NJ5,,943-791350633,,M6S 1G4,MN,ACTIVE,726-71-6626,3,true
NEW,19812 Briar Forest Road,,San Jose,United States of America,637,1933-08-18,2008-11-04,Tas.Parsloe@amplimail.com,,2013-11-22,Tas,U,Parsloe,HI5,,SK5,222-475064041,,,H6C 1Y8,MA,ACTIVE,242-08-4561,3,false
UPDCUST,19812 Briar Forest Road,,Wilmington,United States of America,637,1933-08-18,2013-11-22,Tas.Parsloe@amplimail.com,,2014-04-13,Tas,U,Parsloe,HI5,,SK5,222-475064041,+1(774)555-661638610,,90244,CA,ACTIVE,242-08-4561,3,false
UPDCUST,24770 Garner Upper,,Fort Smith,United States of America,637,1933-08-18,2014-04-13,Tas.Parsloe@gmx.co.uk,Tas.Parsloe@aussiemail.com.au,9999-12-31,Tas,U,Parsloe,HI5,,SK5,222-475064041,(252)862-834970932,,85315,PA,ACTIVE,242-08-4561,2,true
NEW,4078 Lexington North,Apt. 288,Nashua,United States of America,638,2003-08-03,2008-11-04,Anna-maria.Denney@dcemail.com,Anna-maria.Denney@shtrudel.net,2012-05-21,Anna-maria,F,Denney,NC2,,HI3,,,,80106,AK,ACTIVE,781-17-8329,3,false
UPDCUST,24200 North Crescent,Apt. 288,Chandler,United States of America,638,2003-08-03,2012-05-21,Anna-maria.Denney@myfastmail.com,Anna-maria.Denney@europe.com,9999-12-31,Anna-maria,F,Denney,NC2,,HI3,,,,19224,AK,ACTIVE,781-17-8329,3,true
NEW,1540 Crestmere North,,Hay River,United States of America,639,1973-09-24,2008-11-05,Catherin.Dacal@gmx.it,,2011-07-11,Catherin,M,Dacal,BC10,,NJ3,,348-213773466,,H2F 1V7,MI,ACTIVE,649-91-8082,3,false
UPDCUST,1633 Altamesa Court,,Billings,United States of America,639,1973-09-24,2011-07-11,Catherin.Dacal@consultant.com,,9999-12-31,Catherin,M,Dacal,BC10,,NJ3,,348-213773466,,93877,AZ,ACTIVE,649-91-8082,3,true
NEW,6963 Emmonds Drive,,Lancaster,United States of America,640,2012-12-04,2008-11-06,Shamim.J.Irvin@shtrudel.net,,9999-12-31,Shamim,F,Irvin,ID6,J,MB9,,,,V6L 1V1,NM,ACTIVE,021-40-8737,2,true
NEW,24245 San Jacinto Avenue,,Fontana,Canada,641,1941-05-05,2008-11-06,Estel.G.Turnbull@care2.com,Estel.G.Turnbull@gmx.pt,2011-12-03,Estel,U,Turnbull,NF3,G,GA5,,+1(497)759-849438481,,23238,CT,ACTIVE,264-56-5988,1,false
INACT,24245 San Jacinto Avenue,,Fontana,Canada,641,1941-05-05,2011-12-03,Estel.G.Turnbull@care2.com,Estel.G.Turnbull@gmx.pt,9999-12-31,Estel,U,Turnbull,NF3,G,GA5,,+1(497)759-849438481,,23238,CT,INACTIVE,264-56-5988,1,true
NEW,3312 Plummer Street,,Manchester,United States of America,642,1987-06-16,2008-11-06,Makam.C.Moorer@army.com,,2010-11-17,Makam,U,Moorer,NF6,C,YT1,,,,91171,NM,ACTIVE,702-37-7980,3,false
UPDCUST,24644 3rd Road,,Palmdale,United States of America,642,1987-06-16,2010-11-17,Makam.C.Moorer@shtrudel.com,,9999-12-31,Makam,U,Moorer,NF6,C,YT1,,,,80045,New Brunswick,ACTIVE,702-37-7980,2,true
NEW,13094 Boquet South,,Santa Rosa,Canada,643,1946-07-09,2008-11-06,Krissie.Russell@mail.be,Krissie.Russell@gmail.com,9999-12-31,Krissie,F,Russell,MI1,,ME4,,,,V6P 1P2,MA,ACTIVE,321-64-1606,3,true
NEW,14315 Pharr Drive,,Lafayette,United States of America,644,1999-10-19,2008-11-07,Taro.Innes@shtrudel.org,Taro.Innes@myway.com,9999-12-31,Taro,U,Innes,MB2,,MI1,,,,20088,DC,ACTIVE,409-92-4687,3,true
NEW,9761 Lyle East,,Abilene,United States of America,645,1952-05-06,2008-11-07,Reinhold.Constantin@mac.hush.com,Reinhold.Constantin@shtrudel.com,2009-11-13,Reinhold,F,Constantin,CA5,,DC3,,,,94340,Prince Edward Island,ACTIVE,003-30-9601,3,false
INACT,9761 Lyle East,,Abilene,United States of America,645,1952-05-06,2009-11-13,Reinhold.Constantin@mac.hush.com,Reinhold.Constantin@shtrudel.com,9999-12-31,Reinhold,F,Constantin,CA5,,DC3,,,,94340,Prince Edward Island,INACTIVE,003-30-9601,3,true
NEW,24766 Braeswood Court,,Warwick,United States of America,646,1925-12-15,2008-11-08,Beitris.Barentsen@shtrudel.biz,Beitris.Barentsen@aol.com,2014-03-25,Beitris,M,Barentsen,YT5,,WA1,,,,X7I 1R3,PA,ACTIVE,303-11-5957,2,false
INACT,24766 Braeswood Court,,Warwick,United States of America,646,1925-12-15,2014-03-25,Beitris.Barentsen@shtrudel.biz,Beitris.Barentsen@aol.com,9999-12-31,Beitris,M,Barentsen,YT5,,WA1,,,,X7I 1R3,PA,INACTIVE,303-11-5957,2,true
NEW,7217 Wise Lower,,Modesto,Canada,647,1930-08-18,2008-11-12,Zola.Mayoux@vegemail.com,,2009-03-12,Zola,U,Mayoux,DE4,,AK1,,,,79605,MN,ACTIVE,648-44-5847,,false
INACT,7217 Wise Lower,,Modesto,Canada,647,1930-08-18,2009-03-12,Zola.Mayoux@vegemail.com,,9999-12-31,Zola,U,Mayoux,DE4,,AK1,,,,79605,MN,INACTIVE,648-44-5847,,true
NEW,3855 Cantey Drive,,Ontario,United States of America,648,2000-03-23,2008-11-12,Rebekkah.Id@devils.com,,9999-12-31,Rebekkah,U,Id,NB3,,NM2,,,,30302,NJ,ACTIVE,299-15-7376,3,true
NEW,18267 Cape Lane,Apt. 776,Shreveport,United States of America,649,2014-01-09,2008-11-12,Jossine.J.Mayr-Stein@fastemailer.com,Jossine.J.Mayr-Stein@gmx.com.my,9999-12-31,Jossine,U,Mayr-Stein,NB1,J,NF9,,(785)219-345613127,,20011,NM,ACTIVE,835-65-0329,,true
NEW,9818 Pearson Avenue,,Montreal,United States of America,650,1933-06-10,2008-11-13,Norean.Fisprod@netdove.net,Norean.Fisprod@spamavert.com,2010-01-29,Norean,M,Fisprod,HI5,,NS10,+1(434)704-064914638,,,20093,Manitoba,ACTIVE,077-71-4362,2,false
UPDCUST,9818 Pearson Avenue,,Montpelier,United States of America,650,1933-06-10,2010-01-29,Norean.Fisprod@gmx.ph,Norean.Fisprod@RespectAnimals.com,9999-12-31,Norean,M,Fisprod,HI5,,NS10,+1(434)704-064914638,,,20093,Manitoba,ACTIVE,077-71-4362,3,true
NEW,23539 La Cienega Drive,,Savannah,United States of America,651,1994-07-09,2008-11-13,Selinda.Rastelli@hushmail.com,Selinda.Rastelli@wraped.net,2011-04-21,Selinda,F,Rastelli,NS9,,ND6,,(787)159-231971530,,90776,NY,ACTIVE,283-20-1877,1,false
INACT,23539 La Cienega Drive,,Savannah,United States of America,651,1994-07-09,2011-04-21,Selinda.Rastelli@hushmail.com,Selinda.Rastelli@wraped.net,9999-12-31,Selinda,F,Rastelli,NS9,,ND6,,(787)159-231971530,,90776,NY,INACTIVE,283-20-1877,1,true
NEW,6488 Avalon North,,Fort Worth,United States of America,652,1929-03-07,2008-11-14,Dehlia.Cobaugh@quake0.de,,9999-12-31,Dehlia,F,Cobaugh,HI6,,NT5,,,,39207,IL,ACTIVE,180-25-4070,2,true
NEW,19435 Montfort Road,,Dawson City,United States of America,653,1989-12-19,2008-11-14,Bess.Shier@post.com,,2009-10-30,Bess,F,Shier,MN1,,ME2,009-273838743,(439)942-390870146,,V6E 1U1,WY,ACTIVE,335-35-8958,3,false
UPDCUST,1633 Altamesa Court,,West Covina,United States of America,653,1989-12-19,2009-10-30,Bess.Shier@bulldogs.com,Bess.Shier@mail.com,2010-02-21,Bess,F,Shier,MN1,,ME2,009-273838743,(439)942-390870146,,99757,HI,ACTIVE,335-35-8958,2,false
UPDCUST,19509 Seward Lane,,El Paso,United States of America,653,1989-12-19,2010-02-21,Bess.Shier@lawyer.com,Bess.Shier@hushmail.me,9999-12-31,Bess,F,Shier,MN1,,ME2,+1(337)770-307177996,(439)942-390870146,,99757,LA,ACTIVE,335-35-8958,2,true
NEW,24996 Robbins East,,Virginia Beach,United States of America,1032,1995-03-23,2009-09-06,Tallia.Verhoeven@amplimail.com,Tallia.Verhoeven@farce.de,2011-07-12,Tallia,F,Verhoeven,AL2,,US3,,,,T5B 1J1,OH,ACTIVE,693-86-5043,2,false
INACT,24996 Robbins East,,Virginia Beach,United States of America,1032,1995-03-23,2011-07-12,Tallia.Verhoeven@amplimail.com,Tallia.Verhoeven@farce.de,9999-12-31,Tallia,F,Verhoeven,AL2,,US3,,,,T5B 1J1,OH,INACTIVE,693-86-5043,2,true
NEW,5397 Gessner Drive,Apt. 355,Macon,Canada,1033,1949-02-10,2009-09-07,Dawn.Kovats@hotmail.com,,2009-10-04,Dawn,F,Kovats,PE6,,OH6,475-271792169,,,93726,TX,ACTIVE,523-33-7564,3,false
INACT,5397 Gessner Drive,Apt. 355,Macon,Canada,1033,1949-02-10,2009-10-04,Dawn.Kovats@hotmail.com,,9999-12-31,Dawn,F,Kovats,PE6,,OH6,475-271792169,,,93726,TX,INACTIVE,523-33-7564,3,true
NEW,23987 Valderra Park,Apt. 212,Montreal,Canada,1034,1920-03-14,2009-09-07,Audre.Joiner@gmx.ph,Audre.Joiner@amplimail.com,2009-09-22,Audre,U,Joiner,PE5,,CN2,,,,H5J 1R1,NV,ACTIVE,797-50-0062,3,false
UPDCUST,23987 Valderra Park,Apt. 212,Garden Grove,United States of America,1034,1920-03-14,2009-09-22,Audre.Joiner@wildmail.com,Audre.Joiner@amplimail.com,9999-12-31,Audre,U,Joiner,PE5,,CN2,,(466)255-048097034,,V6U 1W9,KY,ACTIVE,797-50-0062,3,true
NEW,14362 Reilly Boulevard,,Aurora,United States of America,1035,1971-05-29,2009-09-07,Danyelle.Shein@care2.com,Danyelle.Shein@lawyer.com,9999-12-31,Danyelle,F,Shein,MT2,,BC9,,,,V6N 1W4,SD,ACTIVE,482-08-4760,3,true
NEW,8145 Essington North,,West Valley,Canada,1036,1954-05-22,2009-09-08,Charlene.Shakib@doctor.com,,9999-12-31,Charlene,M,Shakib,CA2,,PE4,,,,V6G 1T8,GA,ACTIVE,575-24-1508,1,true
NEW,9733 Berry South,,Topeka,United States of America,1037,1951-02-03,2009-09-08,Yovonnda.V.Costantino@12Freeukisp.co.uk,,2012-06-09,Yovonnda,U,Costantino,SK1,V,MS1,+1(510)038-426873425,,,99619,NC,ACTIVE,893-80-6616,3,false
UPDCUST,9733 Berry South,,Topeka,Canada,1037,1951-02-03,2012-06-09,Yovonnda.V.Costantino@europe.com,Yovonnda.V.Costantino@letterbox.org,2012-07-14,Yovonnda,U,Costantino,SK1,V,MS1,+1(510)038-426873425,,,93339,KS,ACTIVE,893-80-6616,3,false
UPDCUST,447 Richmond Lower,,Vallejo,United States of America,1037,1951-02-03,2012-07-14,Yovonnda.V.Costantino@mac.hush.com,Yovonnda.V.Costantino@born2frag.de,9999-12-31,Yovonnda,U,Costantino,SK1,V,MS1,+1(510)038-426873425,,,10090,KY,ACTIVE,893-80-6616,3,true
NEW,881 Vance Jackson South,,Memphis,United States of America,1038,2002-03-07,2009-09-09,Bernita.Valerien@london.com,,2015-10-03,Bernita,U,Valerien,PE6,,NM3,,,,V6D 1U5,British Columbia,ACTIVE,724-53-6593,2,false
INACT,881 Vance Jackson South,,Memphis,United States of America,1038,2002-03-07,2015-10-03,Bernita.Valerien@london.com,,9999-12-31,Bernita,U,Valerien,PE6,,NM3,,,,V6D 1U5,British Columbia,INACTIVE,724-53-6593,2,true
NEW,15613 Paine Lower,,Livonia,United States of America,1039,1953-02-17,2009-09-09,Linn.Earnhardt@gmx.com.my,,9999-12-31,Linn,F,Earnhardt,KY1,,ID7,,,,T5A 1X3,HI,ACTIVE,491-42-0607,3,true
